"","gap","yr","eco","plot","obs"
"7694",66.1,2,1,881,71
"7695",71.38,2,1,881,10
"7696",67.22,2,1,881,62
"7697",78.92,2,1,882,71
"7698",68.92,2,1,882,10
"7699",69.86,2,1,882,62
"7700",64.84,2,1,883,71
"7701",58.72,2,1,883,10
"7702",67.26,2,1,883,62
"7703",64.88,2,1,898,71
"7704",57.4,2,1,898,62
"7705",79.66,2,1,898,10
"7706",75.08,3,1,1041,11
"7707",55.84,3,1,1041,8
"7708",76.24,3,1,1041,8
"7709",62.1,3,1,1050,11
"7710",73.68,3,1,1050,8
"7711",78.1,3,1,1050,8
"7712",52.36,3,1,1054,8
"7713",70.62,3,1,1054,8
"7714",51.2,3,1,1054,11
"7715",41.6,3,1,1059,11
"7716",57.94,3,1,1059,8
"7717",50.6,3,1,1059,11
"7718",91.88,3,1,1069,8
"7719",75.28,3,1,1069,11
"7720",88.64,3,1,1069,8
"7721",67,3,1,1073,11
"7722",67.84,3,1,1073,11
"7723",64.7,3,1,1073,11
"7724",63.22,3,1,1076,8
"7725",60.32,3,1,1076,11
"7726",46.48,3,1,1076,11
"7727",75.02,3,1,1080,8
"7728",81.54,3,1,1080,8
"7729",84.24,3,1,1080,11
"7730",77.74,3,1,1083,8
"7731",85.1,3,1,1083,11
"7732",77.26,3,1,1083,11
"7733",78.02,3,1,1086,8
"7734",61.96,3,1,1086,8
"7735",77.8,3,1,1086,8
"7736",71.34,3,1,1093,8
"7737",83.92,3,1,1093,8
"7738",70.06,3,1,1093,99
"7739",86.46,3,1,1101,8
"7740",79.46,3,1,1101,99
"7741",76.86,3,1,1101,11
"7742",72.84,3,1,1102,11
"7743",81.6,3,1,1102,11
"7744",65.92,3,1,1102,99
"7745",70.16,3,1,1108,99
"7746",89.08,3,1,1108,8
"7747",72.76,3,1,1108,11
"7748",57.36,3,1,1114,99
"7749",84.16,3,1,1114,8
"7750",85.78,3,1,1114,8
"7751",51.48,3,1,1119,11
"7752",73.1,3,1,1119,8
"7753",87.3,3,1,1119,8
"7754",80.58,3,1,1147,8
"7755",52.4,3,1,1147,11
"7756",53.84,3,1,1147,11
"7757",73.7,3,3,1150,8
"7758",76.84,3,3,1150,8
"7759",59.28,3,3,1150,11
"7760",75.98,3,3,1151,8
"7761",66,3,3,1151,11
"7762",88.3,3,3,1151,8
"7763",89.76,3,3,1153,8
"7764",66.22,3,3,1153,11
"7765",59.56,3,3,1153,99
"7766",63.36,3,3,1155,99
"7767",85.5,3,3,1155,8
"7768",41.4,3,3,1155,11
"7769",85.52,3,3,1156,8
"7770",75.64,3,3,1156,99
"7771",59.58,3,3,1156,11
"7772",78.94,3,3,1159,8
"7773",59.8,3,3,1159,99
"7774",77.76,3,3,1159,8
"7775",35.66,3,3,1161,11
"7776",55.82,3,3,1161,99
"7777",44.22,3,3,1161,99
"7778",65.68,3,1,1163,99
"7779",74.46,3,1,1163,11
"7780",80.66,3,1,1163,8
"7781",67.94,3,1,1166,99
"7782",85.02,3,1,1166,8
"7783",54.72,3,1,1166,11
"7784",86.82,3,1,1168,8
"7785",66.68,3,1,1168,11
"7786",64.94,3,1,1168,99
"7787",79.42,3,1,1194,8
"7788",60.42,3,1,1194,11
"7789",59.08,3,1,1194,99
"7790",78.6,3,1,1195,8
"7791",68.74,3,1,1195,11
"7792",70.26,3,1,1195,99
"7793",66.78,3,1,1197,11
"7794",84.1,3,1,1197,8
"7795",80.86,3,1,1197,99
"7796",53.76,3,1,1199,99
"7797",70.34,3,1,1199,99
"7798",72.1,3,1,1199,8
"7799",54.46,3,3,1268,99
"7800",52.42,3,3,1268,8
"7801",63.74,3,3,1268,11
"7802",73.98,3,1,1202,8
"7803",47.54,3,1,1202,11
"7804",52.94,3,1,1202,99
"7805",71.44,3,1,1204,8
"7806",68.82,3,1,1204,8
"7807",44.1,3,1,1204,11
"7808",39.6,3,1,1208,11
"7809",54.68,3,1,1208,99
"7810",74.1,3,1,1208,8
"7811",90.84,3,3,1210,8
"7812",78.18,3,3,1210,99
"7813",41.88,3,3,1210,11
"7814",55.04,3,1,1213,11
"7815",66.74,3,1,1213,99
"7816",64.02,3,1,1213,8
"7817",72.46,3,3,1215,99
"7818",63.68,3,3,1215,11
"7819",85.82,3,3,1215,8
"7820",40.56,3,3,1216,99
"7821",49.4,3,3,1216,8
"7822",23,3,3,1216,11
"7823",63.54,3,1,1228,11
"7824",61.76,3,1,1228,99
"7825",79.22,3,1,1228,8
"7826",69.74,3,1,1232,8
"7827",60,3,1,1232,99
"7828",58.22,3,1,1232,11
"7829",66.12,3,3,1237,8
"7830",38.94,3,3,1237,11
"7831",58.98,3,3,1237,99
"7832",81.06,3,1,1239,99
"7833",67.6,3,1,1239,11
"7834",74.46,3,1,1239,11
"7835",78.34,3,1,1241,8
"7836",74.36,3,1,1241,99
"7837",59.72,3,1,1241,11
"7838",68.64,3,1,1245,99
"7839",70.04,3,1,1245,11
"7840",71.98,3,1,1245,8
"7841",41.76,3,3,1247,11
"7842",45.32,3,3,1247,99
"7843",64.96,3,3,1247,8
"7844",37.82,3,1,1261,11
"7845",53.6,3,1,1261,8
"7846",45.2,3,1,1261,99
"7847",47.86,3,1,1262,99
"7848",65.5,3,1,1262,8
"7849",67,3,1,1262,11
"7850",63.86,3,3,1266,99
"7851",56.46,3,3,1266,11
"7852",45.74,3,3,1266,8
"7853",59.54,3,3,1288,8
"7854",68.06,3,3,1288,99
"7855",71.26,3,3,1288,11
"7856",47.9,3,1,1291,11
"7857",43.54,3,1,1291,11
"7858",44.58,3,1,1291,99
"7859",60.86,3,3,1316,11
"7860",72.48,3,3,1316,99
"7861",66.32,3,3,1316,8
"7862",56.48,3,1,1352,8
"7863",44.98,3,1,1352,99
"7864",39.62,3,1,1352,11
"7865",56.14,3,1,1355,11
"7866",72.48,3,1,1355,99
"7867",62.72,3,1,1355,8
"7868",6.76,5,3,1822,217
"7869",45.74,5,3,1822,13
"7870",12.56,5,3,1822,217
"7871",32.26,5,1,1824,105
"7872",33.64,5,1,1824,105
"7873",35.14,5,1,1824,105
"7874",43.48,5,1,1818,105
"7875",54.34,5,1,1818,197
"7876",57.64,5,1,1818,105
"7877",44.42,5,1,1819,105
"7878",34.5,5,1,1819,105
"7879",47.38,5,1,1819,197
"7880",65.86,5,1,1851,105
"7881",87.48,5,1,1851,197
"7882",78.18,5,1,1851,105
"7883",17.8,5,3,1852,133
"7884",21.16,5,3,1852,133
"7885",25.98,5,3,1852,217
"7886",65.44,5,1,1853,79
"7887",75.48,5,1,1853,105
"7888",59.8,5,1,1853,105
"7889",43.34,5,3,1854,217
"7890",4.92,5,3,1854,217
"7891",9.14,5,3,1854,217
"7892",48.48,5,3,1942,13
"7893",42.64,5,3,1942,13
"7894",22.48,5,3,1942,133
"7895",12.82,5,3,1943,217
"7896",14.64,5,3,1943,217
"7897",27.86,5,3,1943,13
"7898",80.24,5,1,1778,13
"7899",63.08,5,1,1778,217
"7900",55.34,5,1,1778,197
"7901",41.56,5,1,1781,105
"7902",48.38,5,1,1781,217
"7903",59.7,5,1,1781,217
"7904",59.64,5,1,1793,217
"7905",48.06,5,1,1793,133
"7906",66.64,5,1,1793,13
"7907",94.16,5,1,1796,197
"7908",92.36,5,1,1796,197
"7909",95.56,5,1,1796,197
"7910",61.54,5,1,1804,156
"7911",51.72,5,1,1804,105
"7912",51.82,5,1,1804,197
"7913",53.42,5,1,1807,197
"7914",44.5,5,1,1807,197
"7915",39.18,5,1,1807,105
"7916",43.46,5,3,1814,217
"7917",49.16,5,3,1814,133
"7918",25.26,5,3,1814,217
"7919",59.74,5,1,1816,105
"7920",55.98,5,1,1816,197
"7921",45.92,5,1,1816,105
"7922",39.8,5,3,1817,133
"7923",32.78,5,3,1817,217
"7924",13.78,5,3,1817,217
"7925",65.34,5,1,1847,79
"7926",75.42,5,1,1847,197
"7927",66.98,5,1,1847,105
"7928",84.44,5,1,1848,79
"7929",85.58,5,1,1848,197
"7930",71.24,5,1,1848,79
"7931",12.34,5,3,1855,217
"7932",31.06,5,3,1855,13
"7933",22.14,5,3,1855,13
"7934",79.94,5,1,1856,79
"7935",74.04,5,1,1856,197
"7936",85.24,5,1,1856,197
"7937",11.08,5,3,1884,217
"7938",6,5,3,1884,133
"7939",10.3,5,3,1884,133
"7940",40.64,5,3,1885,13
"7941",39.4,5,3,1885,13
"7942",35.62,5,3,1885,133
"7943",13.4,5,3,1888,217
"7944",34.2,5,3,1888,133
"7945",58.44,5,3,1888,13
"7946",63.38,5,1,1889,105
"7947",71.76,5,1,1889,105
"7948",87.56,5,1,1889,105
"7949",17.2,5,3,1891,13
"7950",27.8,5,3,1891,133
"7951",3.5,5,3,1891,217
"7952",69.18,5,1,1893,197
"7953",63.22,5,1,1893,197
"7954",76.82,5,1,1893,197
"7955",83.14,5,1,1895,105
"7956",76.26,5,1,1895,79
"7957",74.6,5,1,1895,79
"7958",65.66,5,1,1902,105
"7959",75.46,5,1,1902,197
"7960",53.78,5,1,1902,79
"7961",55.72,5,3,1903,217
"7962",60.92,5,3,1903,133
"7963",66.62,5,3,1903,217
"7964",2.82,5,3,1907,217
"7965",2.74,5,3,1907,133
"7966",0,5,3,1907,217
"7967",89.7,5,1,1908,105
"7968",91.18,5,1,1908,197
"7969",93.62,5,1,1908,197
"7970",75.36,5,1,1911,79
"7971",86.24,5,1,1911,105
"7972",88.46,5,1,1911,197
"7973",92.9,5,1,1912,105
"7974",90.4,5,1,1912,105
"7975",97.56,5,1,1912,79
"7976",11,5,3,1914,217
"7977",9,5,3,1914,217
"7978",3.2,5,3,1914,217
"7979",73.28,5,1,1915,105
"7980",85.34,5,1,1915,197
"7981",85.62,5,1,1915,197
"7982",56.88,5,1,1918,105
"7983",72.02,5,1,1918,105
"7984",69.42,5,1,1918,197
"7985",85.02,5,3,1935,79
"7986",93.9,5,3,1935,197
"7987",93.98,5,3,1935,105
"7988",24.32,5,3,1939,131
"7989",29.1,5,3,1939,131
"7990",22.3,5,3,1939,131
"7991",99.92,5,1,1940,105
"7992",99.84,5,1,1940,105
"7993",100,5,1,1940,105
"7994",98.62,5,3,1946,237
"7995",99.86,5,3,1946,237
"7996",99.86,5,3,1946,105
"7997",72.76,5,3,1950,13
"7998",80.48,5,3,1950,131
"7999",72,5,3,1950,133
"8000",65.9,5,3,1951,105
"8001",62.6,5,3,1951,79
"8002",59.34,5,3,1951,105
"8003",40.68,5,3,1952,217
"8004",68.68,5,3,1952,13
"8005",29.9,5,3,1952,217
"8006",30.48,5,3,1953,131
"8007",30.3,5,3,1953,131
"8008",36.32,5,3,1953,131
"8009",78.78,5,3,1968,79
"8010",93.78,5,3,1968,79
"8011",90.2,5,3,1968,197
"8012",98.54,5,3,1971,197
"8013",99.16,5,3,1971,197
"8014",96.86,5,3,1971,197
"8015",94.72,5,3,1974,79
"8016",98.36,5,3,1974,79
"8017",95.12,5,3,1974,79
"8018",43.36,5,3,1980,105
"8019",41.9,5,3,1980,105
"8020",49.5,5,3,1980,105
"8021",30.74,5,3,1982,79
"8022",21.8,5,3,1982,197
"8023",28.8,5,3,1982,197
"8024",73,5,3,1985,105
"8025",71.44,5,3,1985,105
"8026",72.32,5,3,1985,105
"8027",64.5,5,3,2007,105
"8028",81.68,5,3,2007,79
"8029",66,5,3,2007,105
"8030",65.7,5,3,2011,105
"8031",72.84,5,3,2011,105
"8032",49.84,5,3,2011,79
"8033",58.98,5,1,2012,217
"8034",70.96,5,1,2012,217
"8035",54.68,5,1,2012,133
"8036",29.58,5,3,2016,217
"8037",30.02,5,3,2016,217
"8038",56.2,5,3,2016,13
"8039",53.54,5,1,2017,79
"8040",47.74,5,1,2017,79
"8041",58.18,5,1,2017,79
"8042",69.58,5,1,2023,197
"8043",68.68,5,1,2023,197
"8044",71.22,5,1,2023,105
"8045",81.88,5,1,2035,79
"8046",81.24,5,1,2035,79
"8047",84.78,5,1,2035,197
"8048",79.34,5,3,2067,92
"8049",69.74,5,3,2067,97
"8050",76.3,5,3,2067,37
"8051",72.98,5,3,2070,97
"8052",66.12,5,3,2070,37
"8053",75.32,5,3,2070,97
"8054",77.5,5,3,2081,97
"8055",70.02,5,3,2081,37
"8056",62.4,5,3,2081,97
"8057",64.54,4,1,1504,104
"8058",67.52,4,1,1504,198
"8059",68.78,4,1,1504,12
"8060",30.52,4,3,1517,198
"8061",28.72,4,3,1517,104
"8062",31.28,4,3,1517,12
"8063",61.2,4,3,1526,104
"8064",55.32,4,3,1526,12
"8065",58.22,4,3,1526,12
"8066",60.86,4,3,1530,104
"8067",61.08,4,3,1530,12
"8068",60.38,4,3,1530,12
"8069",51.9,4,3,1531,12
"8070",56.92,4,3,1531,104
"8071",70.02,4,3,1531,104
"8072",48.52,4,3,1534,12
"8073",47.2,4,3,1534,12
"8074",30.92,4,3,1534,104
"8075",82.02,4,1,1540,104
"8076",84.2,4,1,1540,104
"8077",74.16,4,1,1540,104
"8078",64.18,4,1,1581,104
"8079",65.94,4,1,1581,245
"8080",71.96,4,1,1581,12
"8081",50.78,4,1,1592,121
"8082",18.6,4,1,1592,104
"8083",58.26,4,1,1592,12
"8084",30.46,4,1,1593,12
"8085",24.26,4,1,1593,104
"8086",20.34,4,1,1593,104
"8087",21.26,4,1,1595,12
"8088",9.34,4,1,1595,104
"8089",8.2,4,1,1595,104
"8090",29.82,4,1,1599,104
"8091",20.96,4,1,1599,12
"8092",15.72,4,1,1599,121
"8093",41.86,4,1,1602,12
"8094",62.34,4,1,1602,104
"8095",47.96,4,1,1602,121
"8096",34.2,4,1,1611,104
"8097",19.1,4,1,1611,121
"8098",47.58,4,1,1611,12
"8099",32.8,4,3,1612,12
"8100",33.18,4,3,1612,104
"8101",25.3,4,3,1612,121
"8102",25.52,4,3,1700,40
"8103",27.12,4,3,1700,137
"8104",53.94,4,3,1700,36
"8105",38.7,4,1,1615,121
"8106",65.04,4,1,1615,104
"8107",54.62,4,1,1615,12
"8108",41.5,4,3,1618,104
"8109",13.04,4,3,1618,104
"8110",32.16,4,3,1618,12
"8111",59.34,4,3,1637,12
"8112",54.3,4,3,1637,104
"8113",41.58,4,3,1637,121
"8114",66.58,4,3,1639,12
"8115",64.98,4,3,1639,12
"8116",60.68,4,3,1639,121
"8117",67.44,4,1,1641,12
"8118",66.42,4,1,1641,12
"8119",69.86,4,1,1641,12
"8120",49.5,4,3,1647,104
"8121",51.78,4,3,1647,104
"8122",20.5,4,3,1647,121
"8123",70.72,4,1,1649,12
"8124",60.94,4,1,1649,12
"8125",61.84,4,1,1649,12
"8126",60.6,4,1,1653,12
"8127",75.78,4,1,1653,12
"8128",55.18,4,1,1653,121
"8129",76.32,4,1,1655,12
"8130",66.6,4,1,1655,12
"8131",69.4,4,1,1655,12
"8132",73.56,4,1,1657,104
"8133",65.5,4,1,1657,121
"8134",68.58,4,1,1657,104
"8135",61.52,4,1,1660,104
"8136",56.44,4,1,1660,121
"8137",67.18,4,1,1660,12
"8138",79.04,4,3,1723,36
"8139",71.58,4,3,1723,137
"8140",66.3,4,3,1723,40
"8141",50.68,7,1,2464,57
"8142",63.88,7,1,2464,57
"8143",57.72,7,1,2464,43
"8144",47.32,7,1,2470,57
"8145",51.08,7,1,2470,43
"8146",60.2,7,1,2470,57
"8147",62.96,7,1,2487,57
"8148",60.32,7,1,2487,43
"8149",59.44,7,1,2487,57
"8150",45.24,7,1,2526,57
"8151",40.08,7,1,2526,43
"8152",30.68,7,1,2526,57
"8153",69.8,7,1,2558,57
"8154",84.36,7,1,2558,57
"8155",73.64,7,1,2558,43
"8156",40.16,7,1,2559,43
"8157",26.56,7,1,2559,57
"8158",20.32,7,1,2559,57
"8159",66.52,7,1,2561,57
"8160",57.76,7,1,2561,57
"8161",44.76,7,1,2561,57
"8162",54.16,7,1,2563,57
"8163",60.16,7,1,2563,57
"8164",63.08,7,1,2563,57
"8165",69.52,7,1,2564,43
"8166",65.96,7,1,2564,43
"8167",62.32,7,1,2564,43
"8168",52.76,7,1,2587,43
"8169",51.96,7,1,2587,43
"8170",65.2,7,1,2587,82
"8171",83.32,7,1,2590,57
"8172",76.72,7,1,2590,43
"8173",70.8,7,1,2590,57
"8174",68,7,1,2598,57
"8175",74.36,7,1,2598,82
"8176",66.6,7,1,2598,57
"8177",27.2,7,1,2611,43
"8178",21.32,7,1,2611,82
"8179",27.16,7,1,2611,43
"8180",56.92,7,1,2615,57
"8181",34.2,7,1,2615,43
"8182",92.2,7,1,2615,57
"8183",49.16,7,3,2620,57
"8184",59.52,7,3,2620,82
"8185",64.08,7,3,2620,57
"8186",49.6,7,3,2624,43
"8187",42.32,7,3,2624,43
"8188",55.2,7,3,2624,82
"8189",60.16,7,3,2626,57
"8190",42.4,7,3,2626,43
"8191",30.64,7,3,2626,57
"8192",26.92,7,1,2655,57
"8193",19.36,7,1,2655,82
"8194",30.12,7,1,2655,57
"8195",69.48,7,1,2659,57
"8196",50.92,7,1,2659,82
"8197",72.76,7,1,2659,43
"8198",68.92,7,1,2663,57
"8199",67.04,7,1,2663,43
"8200",74.68,7,1,2663,57
"8201",40.44,7,1,2666,82
"8202",64.08,7,1,2666,82
"8203",51.56,7,1,2666,82
"8204",62.64,7,1,2668,43
"8205",67.52,7,1,2668,82
"8206",64.24,7,1,2668,82
"8207",73.8,7,1,2669,57
"8208",85.16,7,1,2669,43
"8209",46.6,7,1,2669,57
"8210",18.28,7,1,2674,57
"8211",18.32,7,1,2674,82
"8212",17.72,7,1,2674,57
"8213",47.44,7,1,2678,43
"8214",45.04,7,1,2678,82
"8215",46.48,7,1,2678,43
"8216",34.24,7,1,2679,57
"8217",42.2,7,1,2679,57
"8218",30.64,7,1,2679,57
"8219",53.32,7,3,2700,57
"8220",47.44,7,3,2700,82
"8221",50.52,7,3,2700,57
"8222",51.04,7,3,2703,43
"8223",54.12,7,3,2703,43
"8224",54.44,7,3,2703,82
"8225",78.68,7,3,2704,57
"8226",75.68,7,3,2704,43
"8227",69.64,7,3,2704,57
"8228",50.92,7,3,2706,57
"8229",37.72,7,3,2706,82
"8230",61.72,7,3,2706,57
"8231",79.16,7,3,2711,43
"8232",66.52,7,3,2711,82
"8233",64.6,7,3,2711,43
"8234",54.52,7,3,2712,43
"8235",67.64,7,3,2712,57
"8236",56.12,7,3,2712,43
"8237",52.68,7,3,2715,82
"8238",76.16,7,3,2715,57
"8239",39.8,7,3,2715,57
"8240",60.8,7,1,2756,57
"8241",49.04,7,1,2756,82
"8242",36.84,7,1,2756,82
"8243",41.48,7,1,2765,82
"8244",52.84,7,1,2765,43
"8245",57.4,7,1,2765,43
"8246",34,7,1,2771,57
"8247",49.36,7,1,2771,82
"8248",32.6,7,1,2771,57
"8249",42.36,7,1,2778,43
"8250",15.6,7,1,2778,82
"8251",28.12,7,1,2778,43
"8252",64.16,7,1,2785,57
"8253",58.8,7,1,2785,43
"8254",40.04,7,1,2785,57
"8255",23.08,7,1,2790,82
"8256",55.52,7,1,2790,57
"8257",39.4,7,1,2790,57
"8258",70.8,7,3,2803,43
"8259",53.4,7,3,2803,82
"8260",59.4,7,3,2803,82
"8261",46,7,3,2812,57
"8262",48.2,7,3,2812,82
"8263",62.44,7,3,2812,57
"8264",61.4,7,1,2813,57
"8265",84.84,7,1,2813,43
"8266",63.64,7,1,2813,57
"8267",43.96,7,1,2491,57
"8268",52.04,7,1,2491,43
"8269",47.12,7,1,2491,57
"8270",54.2,7,1,2501,43
"8271",43.6,7,1,2501,43
"8272",38.36,7,1,2501,57
"8273",67,7,1,2511,57
"8274",62.72,7,1,2511,43
"8275",60.28,7,1,2511,57
"8276",57.52,7,1,2516,57
"8277",25.32,7,1,2516,43
"8278",41.68,7,1,2516,57
"8279",18.28,7,1,2521,43
"8280",9.92,7,1,2521,57
"8281",22.12,7,1,2521,57
"8282",23.28,7,1,2829,4
"8283",54.04,7,1,2829,149
"8284",3.28,7,1,2829,4
"8285",12.8,7,3,2536,6
"8286",24.44,7,3,2536,6
"8287",0,7,3,2536,6
"8288",16.92,7,3,2540,149
"8289",24.44,7,3,2540,149
"8290",14.72,7,3,2540,149
"8291",53.48,7,1,2544,149
"8292",60.4,7,1,2544,149
"8293",13.8,7,1,2544,149
"8294",88.44,7,1,2546,4
"8295",95.08,7,1,2546,6
"8296",91.88,7,1,2546,4
"8297",11.68,7,1,2528,6
"8298",7.96,7,1,2528,6
"8299",12.72,7,1,2528,6
"8300",61.4,7,1,2610,149
"8301",65.84,7,1,2610,149
"8302",78.92,7,1,2610,149
"8303",23.88,7,1,2699,149
"8304",10.12,7,1,2699,149
"8305",32.64,7,1,2699,149
"8306",37.88,7,1,2514,149
"8307",69.12,7,1,2514,149
"8308",38.04,7,1,2514,149
"8309",35.32,7,1,2530,4
"8310",48.44,7,1,2530,4
"8311",53.52,7,1,2530,4
"8312",8.12,7,3,2531,149
"8313",5.36,7,3,2531,149
"8314",6.4,7,3,2531,149
"8315",61.2,7,3,2534,6
"8316",59.88,7,3,2534,6
"8317",44.8,7,3,2534,6
"8318",36.44,7,1,2510,4
"8319",47.76,7,1,2510,4
"8320",42.52,7,1,2510,4
"8321",39.92,7,1,2723,4
"8322",22.88,7,1,2723,4
"8323",30.36,7,1,2723,4
"8324",5,7,3,2768,6
"8325",4.4,7,3,2768,6
"8326",0,7,3,2768,6
"8327",94.76,7,1,2770,4
"8328",99.36,7,1,2770,4
"8329",94.8,7,1,2770,4
"8330",4.32,7,3,2805,6
"8331",0.84,7,3,2805,6
"8332",22.64,7,3,2805,6
"8333",32.64,7,1,2808,4
"8334",29.32,7,1,2808,4
"8335",16.64,7,1,2808,4
"8336",41.44,7,3,2823,16
"8337",26.92,7,3,2823,16
"8338",53.88,7,3,2823,16
"8339",5.56,7,3,2824,86
"8340",18,7,3,2824,86
"8341",6.24,7,3,2824,86
"8342",46.48,8,3,3023,47
"8343",68.16,8,3,3023,47
"8344",57.56,8,3,3023,47
"8345",76.16,8,3,3026,87
"8346",68.44,8,3,3026,87
"8347",75.08,8,3,3026,87
"8348",6.2,8,1,3029,87
"8349",5.36,8,1,3029,87
"8350",12.28,8,1,3029,87
"8351",4.24,8,1,3034,47
"8352",2.44,8,1,3034,87
"8353",2.32,8,1,3034,87
"8354",29.04,8,1,3035,87
"8355",1.72,8,1,3035,87
"8356",14.24,8,1,3035,87
"8357",3.36,8,1,3045,87
"8358",3.96,8,1,3045,87
"8359",1.92,8,1,3045,87
"8360",62.28,8,1,3046,7
"8361",88.6,8,1,3046,47
"8362",79.92,8,1,3046,47
"8363",34.76,8,1,3047,87
"8364",39.6,8,1,3047,87
"8365",25.44,8,1,3047,87
"8366",24.68,8,1,3048,7
"8367",3.2,8,1,3048,7
"8368",10.44,8,1,3048,7
"8369",12.76,8,1,3156,87
"8370",27.68,8,1,3156,87
"8371",14,8,1,3156,87
"8372",22.32,8,1,3159,7
"8373",7.48,8,1,3159,7
"8374",26.44,8,1,3159,7
"8375",16.28,8,1,3162,47
"8376",12.52,8,1,3162,47
"8377",25,8,1,3162,47
"8378",19.6,8,3,3167,47
"8379",26.96,8,3,3167,47
"8380",32.8,8,3,3167,47
"8381",7.44,8,3,3169,87
"8382",6,8,3,3169,87
"8383",8.96,8,3,3169,87
"8384",40.04,8,1,3171,47
"8385",44.92,8,1,3171,47
"8386",48.8,8,1,3171,47
"8387",68.4,8,1,3208,87
"8388",83.04,8,1,3208,87
"8389",87.08,8,1,3208,87
"8390",2.6,8,1,2974,7
"8391",38.84,8,1,2974,7
"8392",28.32,8,1,2974,7
"8393",64.64,6,1,2093,126
"8394",67,6,1,2093,126
"8395",74.04,6,1,2093,126
"8396",65.88,6,1,2134,93
"8397",50.72,6,1,2134,93
"8398",58.76,6,1,2134,93
"8399",80,6,1,2178,93
"8400",70.2,6,1,2178,93
"8401",84.52,6,1,2178,93
"8402",76.76,6,1,2264,126
"8403",69.68,6,1,2264,126
"8404",73.2,6,1,2264,93
"8405",70.52,6,1,2268,93
"8406",69.56,6,1,2268,93
"8407",72.68,6,1,2268,93
"8408",78.84,6,1,2273,139
"8409",62.64,6,1,2273,139
"8410",76.56,6,1,2273,139
"8411",100,6,1,2312,126
"8412",100,6,1,2312,139
"8413",100,6,1,2312,126
"8414",96.2,6,1,2314,126
"8415",100,6,1,2314,126
"8416",98.2,6,1,2314,126
"8417",19.52,6,1,2316,93
"8418",23.88,6,1,2316,93
"8419",6.16,6,1,2316,93
"8420",34.76,6,1,2318,139
"8421",26.52,6,1,2318,139
"8422",29.28,6,1,2318,139
"8423",61.76,6,1,2319,126
"8424",46,6,1,2319,126
"8425",51.52,6,1,2319,126
"8426",60.4,6,1,2321,93
"8427",61.72,6,1,2321,93
"8428",52.6,6,1,2321,93
"8429",44.32,6,1,2323,139
"8430",57.6,6,1,2323,139
"8431",31.4,6,1,2323,139
"8432",64.68,6,1,2380,126
"8433",85.68,6,1,2380,126
"8434",43.92,6,1,2380,126
"8435",58.92,6,1,2413,139
"8436",70.6,6,1,2413,139
"8437",67.52,6,1,2413,139
"8438",54.08,6,1,2414,93
"8439",67.04,6,1,2414,93
"8440",64.04,6,1,2414,93
"8441",48.24,1,1,133,54
"8442",63.76,1,1,133,183
"8443",38.3,1,1,133,248
"8444",4.8,1,1,380,54
"8445",8.86,1,1,380,167
"8446",2.68,1,1,380,167
"8447",6.48,1,1,382,54
"8448",6.03636363636364,1,1,382,167
"8449",12.6909090909091,1,1,382,248
"8450",14.52,1,1,383,54
"8451",34.06,1,1,383,167
"8452",12.16,1,1,383,54
"8453",52.02,1,1,102,248
"8454",42.6,1,1,102,248
"8455",33.6,1,1,102,167
"8456",46.38,1,1,134,54
"8457",40.72,1,1,134,248
"8458",54.2,1,1,134,183
"8459",47.76,1,1,173,54
"8460",61.06,1,1,173,248
"8461",47.66,1,1,173,167
"8462",41.28,1,1,177,248
"8463",46.8,1,1,177,248
"8464",11.36,1,1,177,54
"8465",43.7,1,1,206,203
"8466",54.26,1,1,206,203
"8467",63.38,1,1,206,183
"8468",46.86,1,1,210,167
"8469",53.04,1,1,210,248
"8470",41.04,1,1,210,167
"8471",21.82,1,1,347,54
"8472",25.64,1,1,347,54
"8473",11.18,1,1,347,54
"8474",17.98,1,1,353,248
"8475",50.86,1,1,353,248
"8476",15.62,1,1,353,248
"8477",17.36,1,1,356,183
"8478",17.64,1,1,356,183
"8479",19.74,1,1,356,183
"8480",36.12,1,1,378,167
"8481",28.22,1,1,378,54
"8482",21.96,1,1,378,54
"8483",2.06,1,1,393,167
"8484",6.14,1,1,393,248
"8485",10.72,1,1,393,54
"8486",7.7,1,1,395,167
"8487",17.42,1,1,395,248
"8488",14.22,1,1,395,54
"8489",50.24,1,1,398,54
"8490",59.86,1,1,398,248
"8491",40.74,1,1,398,167
"8492",18.88,1,1,423,54
"8493",17.46,1,1,423,167
"8494",23.84,1,1,423,248
"8495",1.76,1,1,457,248
"8496",5.18,1,1,457,248
"8497",0.72,1,1,457,248
"8498",56.28,1,1,458,183
"8499",39.36,1,1,458,183
"8500",69.22,1,1,458,183
"8501",12.4,1,1,459,248
"8502",13.44,1,1,459,248
"8503",17.84,1,1,459,248
"8504",41.04,1,1,489,183
"8505",37.4,1,1,489,183
"8506",35.94,1,1,489,183
"8507",34.26,1,1,490,248
"8508",20.98,1,1,490,248
"8509",27.32,1,1,490,248
"8510",23.9,1,1,491,167
"8511",27.32,1,1,491,167
"8512",23.34,1,1,491,167
"8513",96.22,3,1,1079,20
"8514",99.66,3,1,1079,20
"8515",97.54,3,1,1079,20
"8516",80.28,3,1,1081,249
"8517",77.16,3,1,1081,249
"8518",76.02,3,1,1081,249
"8519",89.32,3,1,1082,136
"8520",86.74,3,1,1082,136
"8521",75,3,1,1082,136
"8522",81.68,3,1,1171,249
"8523",76.22,3,1,1171,249
