"","gap","yr","eco","plot","obs"
"1",86.2,6,2,2115,77
"2",92.16,6,2,2115,77
"3",86.2,6,2,2115,77
"4",30.96,6,2,2116,52
"5",22.52,6,2,2116,52
"6",19.28,6,2,2116,52
"7",40.6,6,2,2118,77
"8",21.8,6,2,2118,52
"9",43.36,6,2,2118,77
"10",59.48,6,2,2120,77
"11",78.4,6,2,2120,77
"12",39.12,6,2,2120,41
"13",74.6,6,1,2136,52
"14",78.44,6,1,2136,41
"15",64.68,6,1,2136,52
"16",61.88,6,1,2139,41
"17",68.6,6,1,2139,41
"18",54.64,6,1,2139,52
"19",87.96,6,1,2142,41
"20",80.8,6,1,2142,41
"21",80.36,6,1,2142,41
"22",57.52,6,1,2144,52
"23",74.08,6,1,2144,41
"24",74.8,6,1,2144,41
"25",67.84,6,1,2145,41
"26",59.52,6,1,2145,41
"27",67.52,6,1,2145,77
"28",50.92,6,1,2179,77
"29",62.72,6,1,2179,77
"30",59.2,6,1,2179,77
"31",42.48,6,1,2181,77
"32",57.32,6,1,2181,41
"33",50.4,6,1,2181,52
"34",78.28,6,1,2182,52
"35",65.84,6,1,2182,52
"36",86.8,6,1,2182,52
"37",64,6,1,2185,52
"38",61.56,6,1,2185,52
"39",50.52,6,1,2185,52
"40",42.64,6,1,2186,77
"41",65.72,6,1,2186,77
"42",52.64,6,1,2186,77
"43",3.92,6,1,2223,52
"44",1.4,6,1,2223,52
"45",2.92,6,1,2223,52
"46",68.04,6,1,2232,52
"47",41.48,6,1,2232,52
"48",46.08,6,1,2232,52
"49",77.88,6,1,2359,52
"50",80.2,6,1,2359,52
"51",75.2,6,1,2359,41
"52",78.28,6,1,2362,52
"53",80.64,6,1,2362,52
"54",86.88,6,1,2362,52
"55",20.16,1,2,162,199
"56",15.88,1,2,162,33
"57",9.48,1,2,162,63
"58",7.04,1,2,163,33
"59",6.16,1,2,163,63
"60",6.96,1,2,163,199
"61",26.94,1,2,164,199
"62",22.64,1,2,164,63
"63",12,1,2,164,33
"64",26.94,1,2,165,33
"65",42.04,1,2,165,63
"66",32.9,1,2,165,199
"67",12.28,1,2,135,199
"68",27.86,1,2,135,63
"69",31.12,1,2,135,33
"70",5.72,1,2,136,33
"71",6.38,1,2,136,63
"72",12.5,1,2,136,199
"73",55.66,1,2,166,63
"74",34.04,1,2,166,199
"75",30.94,1,2,166,33
"76",21.58,1,2,167,199
"77",16.5,1,2,167,63
"78",19.96,1,2,167,33
"79",20.2,1,2,168,33
"80",37.14,1,2,168,63
"81",11.46,1,2,168,199
"82",30.82,1,2,169,33
"83",21,1,2,169,63
"84",24.78,1,2,169,199
"85",22.42,1,2,170,199
"86",27.8,1,2,170,33
"87",25.22,1,2,170,63
"88",21.06,1,2,171,33
"89",12.5,1,2,171,63
"90",15.64,1,2,171,199
"91",78.42,1,1,195,33
"92",105.5,1,1,195,63
"93",70.66,1,1,195,199
"94",83.32,1,1,196,33
"95",80.36,1,1,196,63
"96",86.28,1,1,196,199
"97",79.56,1,1,197,63
"98",65.12,1,1,197,33
"99",62.22,1,1,197,199
"100",65.74,1,1,198,199
"101",74.3,1,1,198,63
"102",69.28,1,1,198,33
"103",64.54,1,1,199,199
"104",76.32,1,1,199,33
"105",73.4,1,1,199,63
"106",62.08,1,1,200,63
"107",71.94,1,1,200,33
"108",77.78,1,1,200,199
"109",75.38,1,1,201,63
"110",84.74,1,1,201,33
"111",75.36,1,1,201,199
"112",34.92,1,1,202,63
"113",38.46,1,1,202,199
"114",49.48,1,1,202,33
"115",31.68,1,1,203,33
"116",34.62,1,1,203,63
"117",24.38,1,1,203,199
"118",47.3,1,1,204,199
"119",45.38,1,1,204,33
"120",29.76,1,1,204,63
"121",45.54,1,1,205,63
"122",20.98,1,1,205,33
"123",34.6,1,1,205,33
"124",20,1,1,207,63
"125",12.88,1,1,207,199
"126",21.46,1,1,207,33
"127",23.62,1,1,219,199
"128",25.68,1,1,219,63
"129",25.04,1,1,219,33
"130",20.32,1,1,220,33
"131",15.22,1,1,220,63
"132",15.44,1,1,220,199
"133",52.66,1,1,221,33
"134",32.98,1,1,222,33
"135",43.62,1,1,222,63
"136",40.08,1,1,222,199
"137",27.82,1,1,223,199
"138",12.2,1,1,223,33
"139",29.88,1,1,223,63
"140",35.34,1,1,224,33
"141",59.52,1,1,224,63
"142",64.2,1,1,224,199
"143",42.06,1,1,225,33
"144",67.84,1,1,225,63
"145",41.6,1,1,225,199
"146",52.6,1,1,226,63
"147",49.34,1,1,226,33
"148",39.44,1,1,226,199
"149",20.5,1,1,227,33
"150",22.18,1,1,227,63
"151",16.64,1,1,227,199
"152",48.5,1,1,228,63
"153",37.9,1,1,228,33
"154",22.46,1,1,228,199
"155",16.36,1,1,229,199
"156",17.78,1,1,229,33
"157",37.7,1,1,229,63
"158",26.58,1,1,230,63
"159",34.34,1,1,230,33
"160",31.94,1,1,230,199
"161",78.68,2,2,703,34
"162",82.46,2,2,703,34
"163",87.06,2,2,703,34
"164",17.98,2,2,704,116
"165",43.02,2,2,704,116
"166",23.9,2,2,704,116
"167",57.8,2,2,705,34
"168",36.48,2,2,705,34
"169",37.12,2,2,705,34
"170",30.26,2,2,706,103
"171",20.28,2,2,706,103
"172",47.38,2,2,706,103
"173",64.96,2,2,707,34
"174",96.58,2,2,707,34
"175",97.22,2,2,707,34
"176",74.24,2,2,708,116
"177",75.52,2,2,708,116
"178",66.88,2,2,708,116
"179",15.54,2,2,709,34
"180",19.04,2,2,709,34
"181",30,2,2,709,34
"182",10.4,2,2,710,103
"183",6.08,2,2,710,103
"184",2.22,2,2,710,103
"185",56.56,2,1,711,103
"186",52.58,2,1,711,103
"187",65.44,2,1,711,103
"188",57.28,2,1,712,103
"189",50.88,2,1,712,103
"190",61.1,2,1,712,103
"191",64.56,2,1,713,34
"192",69.08,2,1,713,34
"193",56.5,2,1,713,34
"194",78.54,2,1,714,116
"195",80.28,2,1,714,116
"196",79.1,2,1,714,116
"197",71.6,2,1,715,103
"198",74.32,2,1,715,103
"199",66.12,2,1,715,103
"200",59.76,2,2,716,116
"201",56.48,2,2,716,116
"202",56.42,2,2,716,116
"203",57.36,2,2,717,34
"204",54.7,2,2,717,34
"205",52.28,2,2,717,34
"206",30.8,2,2,718,103
"207",53.1,2,2,718,103
"208",61.26,2,2,718,103
"209",68.86,2,1,754,103
"210",79.92,2,1,754,103
"211",65.84,2,1,754,103
"212",77.18,2,1,755,116
"213",77,2,1,755,116
"214",77.74,2,1,755,116
"215",60.5,2,1,756,34
"216",57.34,2,1,756,34
"217",68.36,2,1,756,34
"218",91.24,2,1,757,116
"219",91.72,2,1,757,116
"220",92.34,2,1,757,116
"221",86.62,2,1,758,34
"222",79.64,2,1,758,34
"223",80.24,2,1,758,34
"224",59.88,2,1,759,103
"225",50.78,2,1,759,103
"226",66.1,2,1,759,103
"227",66.56,2,1,760,116
"228",75.26,2,1,760,116
"229",64.02,2,1,760,116
"230",63.18,2,1,761,34
"231",50.9,2,1,761,34
"232",60.9,2,1,761,34
"233",45.42,2,1,763,103
"234",48.14,2,1,763,103
"235",40.36,2,1,763,222
"236",22,2,1,764,116
"237",30.1,2,1,764,116
"238",30.9,2,1,764,222
"239",61.8,2,1,839,34
"240",60.94,2,1,839,34
"241",61.12,2,1,839,34
"242",77.92,2,1,840,116
"243",64.14,2,1,840,116
"244",57.84,2,1,840,116
"245",76.94,2,1,841,116
"246",61.12,2,1,841,103
"247",81.46,2,1,841,116
"248",69.08,2,1,843,34
"249",67.32,2,1,843,103
"250",39.04,2,1,843,103
"251",68.42,2,1,874,34
"252",34.56,2,1,874,103
"253",32,2,1,874,103
"254",71.78,3,1,1105,234
"255",65.66,3,1,1105,234
"256",60.2,3,1,1105,234
"257",55.02,3,1,1140,117
"258",60.44,3,1,1140,117
"259",50.58,3,1,1140,117
"260",66.2,3,1,1142,117
"261",57.02,3,1,1142,117
"262",58.32,3,1,1142,117
"263",50.1,3,1,1182,152
"264",63.08,3,1,1182,152
"265",60.6,3,1,1182,152
"266",74.32,3,1,1186,234
"267",73.48,3,1,1186,234
"268",74.14,3,1,1186,234
"269",79.5,3,1,1187,152
"270",80.32,3,1,1187,152
"271",78.16,3,1,1187,152
"272",78.08,3,1,1188,117
"273",66.66,3,1,1188,117
"274",72.04,3,1,1188,117
"275",61.92,3,1,1320,234
"276",58.12,3,1,1320,234
"277",56.98,3,1,1320,234
"278",65.72,5,2,1823,26
"279",81.3,5,2,1823,26
"280",77.24,5,2,1823,26
"281",66.98,5,2,1826,26
"282",76.42,5,2,1826,26
"283",81.94,5,2,1826,26
"284",76.72,5,2,1829,26
"285",68.12,5,2,1829,26
"286",64.16,5,2,1829,26
"287",76.24,5,2,1791,122
"288",62.44,5,2,1791,122
"289",75.88,5,2,1791,122
"290",48.68,5,2,1798,26
"291",68.1,5,2,1798,26
"292",48.84,5,2,1798,26
"293",46.06,5,2,1832,26
"294",71.76,5,2,1832,26
"295",38.72,5,2,1832,26
"296",77.22,5,1,1858,26
"297",86.7,5,1,1858,26
"298",79.38,5,1,1858,26
"299",83.88,5,1,1861,26
"300",75.96,5,1,1861,26
"301",79.98,5,1,1861,26
"302",70.04,5,1,1865,26
"303",72.44,5,1,1865,26
"304",64.6,5,1,1865,26
"305",85.74,5,1,1867,26
"306",95.5,5,1,1867,26
"307",89,5,1,1867,26
"308",75.26,5,1,1868,26
"309",78.18,5,1,1868,26
"310",68.52,5,1,1868,26
"311",69.26,5,1,1869,26
"312",75.2,5,1,1869,26
"313",71.4,5,1,1869,26
"314",82.5,5,1,2008,26
"315",86.98,5,1,2008,26
"316",83.68,5,1,2008,26
"317",72.18,5,1,2009,26
"318",79.18,5,1,2009,26
"319",71.7,5,1,2009,26
"320",61.6,5,1,2010,26
"321",66.26,5,1,2010,26
"322",57.16,5,1,2010,26
"323",59.14,4,1,1597,123
"324",49.28,4,1,1597,123
"325",62.3,4,1,1597,123
"326",82.04,4,1,1598,31
"327",77.86,4,1,1598,31
"328",77.98,4,1,1598,31
"329",57.76,4,1,1601,129
"330",46.66,4,1,1601,129
"331",47,4,1,1601,129
"332",65.96,4,1,1604,123
"333",66.6,4,1,1604,123
"334",65.1,4,1,1604,123
"335",72.18,4,1,1669,123
"336",70.66,4,1,1669,123
"337",71.38,4,1,1669,123
"338",69.74,4,1,1673,129
"339",65.68,4,1,1673,129
"340",81.34,4,1,1673,129
"341",71,4,1,1676,31
"342",47.24,4,1,1676,31
"343",50.26,4,1,1676,31
"344",83.42,4,1,1689,31
"345",74.5,4,1,1689,31
"346",80.7,4,1,1689,31
"347",82.6,4,1,1694,129
"348",97.8,4,1,1694,129
"349",89.46,4,1,1694,129
"350",33.72,7,1,2887,90
"351",73.2,7,1,2887,236
"352",36,7,1,2887,236
"353",61.76,7,1,2905,236
"354",77.04,7,1,2905,236
"355",51.6,7,1,2905,244
"356",66.32,7,1,2886,90
"357",61.84,7,1,2886,236
"358",62.64,7,1,2886,90
"359",73.64,7,1,2880,90
"360",53.56,7,1,2880,236
"361",21.08,7,1,2880,90
"362",44.72,7,1,2882,200
"363",50.48,7,1,2882,85
"364",53.64,7,1,2882,200
"365",47.92,7,1,2885,90
"366",63.16,7,1,2885,90
"367",48.92,7,1,2885,236
"368",72.64,7,1,2872,200
"369",71.4,7,1,2872,236
"370",73.28,7,1,2872,200
"371",50.72,7,1,2444,200
"372",52.6,7,1,2444,200
"373",50.4,7,1,2444,90
"374",50.12,7,1,2445,85
"375",56.2,7,1,2445,244
"376",62.12,7,1,2445,244
"377",84.36,7,1,2452,200
"378",85,7,1,2452,244
"379",58.28,7,1,2452,244
"380",35.44,7,1,2879,244
"381",53.68,7,1,2879,244
"382",60.88,7,1,2879,236
"383",60.64,7,1,2833,200
"384",71.76,7,1,2833,85
"385",57.44,7,1,2833,85
"386",72.8,7,1,2834,200
"387",74.92,7,1,2834,244
"388",60.76,7,1,2834,200
"389",79.16,7,1,2835,90
"390",72.12,7,1,2835,200
"391",59.52,7,1,2835,90
"392",89.16,7,1,2836,236
"393",88.48,7,1,2836,200
"394",89.24,7,1,2836,236
"395",57.68,7,1,2837,90
"396",70.44,7,1,2837,244
"397",57.28,7,1,2837,90
"398",87.2,7,1,2840,244
"399",97.76,7,1,2840,200
"400",97.72,7,1,2840,236
"401",81.08,7,1,2848,200
"402",78.88,7,1,2848,236
"403",69.92,7,1,2848,236
"404",70.68,7,1,2881,200
"405",48.48,7,1,2881,85
"406",90.28,7,1,2881,200
"407",84.36,7,1,2884,236
"408",44.52,7,1,2884,244
"409",55.92,7,1,2884,85
"410",90.28,7,1,2472,25
"411",83.2,7,1,2472,196
"412",80.64,7,1,2472,25
"413",85.72,7,2,2474,196
"414",73.28,7,2,2474,162
"415",76.24,7,2,2474,196
"416",83.64,7,2,2478,162
"417",84.4,7,2,2478,25
"418",76.76,7,2,2478,162
"419",79.32,7,2,2480,25
"420",86.28,7,2,2480,196
"421",78.68,7,2,2480,25
"422",71.84,7,2,2485,196
"423",80.96,7,2,2485,196
"424",93.48,7,2,2485,162
"425",87.96,7,1,2493,162
"426",89.8,7,1,2493,25
"427",86.16,7,1,2493,162
"428",82.64,7,1,2529,162
"429",75.04,7,1,2529,196
"430",70.2,7,1,2529,196
"431",60.24,7,2,2532,196
"432",70.84,7,2,2532,25
"433",31.76,7,2,2532,25
"434",87,7,2,2535,162
"435",81.28,7,2,2535,162
"436",81.6,7,2,2535,25
"437",70.24,7,2,2538,196
"438",78.56,7,2,2538,196
"439",85.32,7,2,2538,162
"440",61.36,7,2,2542,25
"441",64.28,7,2,2542,196
"442",65.72,7,2,2542,25
"443",87.64,7,1,2568,162
"444",87.04,7,1,2568,25
"445",89.16,7,1,2568,25
"446",49.08,7,1,2575,25
"447",35,7,1,2575,196
"448",49.8,7,1,2575,25
"449",42.96,7,1,2578,25
"450",27.76,7,1,2578,162
"451",51.68,7,1,2578,25
"452",77.92,7,1,2604,196
"453",73.16,7,1,2604,25
"454",72.64,7,1,2604,196
"455",61,7,1,2605,196
"456",78.12,7,1,2605,162
"457",69.56,7,1,2605,196
"458",66.56,7,1,2606,162
"459",78.4,7,1,2606,25
"460",86.24,7,1,2606,162
"461",75.8,7,1,2646,162
"462",64.72,7,1,2646,162
"463",70.56,7,1,2646,196
"464",87.68,7,1,2647,25
"465",87.12,7,1,2647,162
"466",88.08,7,1,2647,162
"467",80.76,7,1,2648,25
"468",73.48,7,1,2648,196
"469",72.76,7,1,2648,25
"470",71.56,7,1,2649,196
"471",86.36,7,1,2649,162
"472",74.2,7,1,2649,196
"473",79,7,1,2687,25
"474",81.52,7,1,2687,196
"475",75.92,7,1,2687,25
"476",81.48,7,1,2751,25
"477",80.88,7,1,2751,196
"478",67.4,7,1,2751,25
"479",60.4,7,1,2758,162
"480",68.36,7,1,2758,196
"481",76.56,7,1,2758,162
"482",89.92,7,1,2763,25
"483",67.8,7,1,2763,162
"484",52.76,7,1,2763,25
"485",58.68,8,1,2933,91
"486",69.72,8,1,2933,188
"487",44.32,8,1,2933,188
"488",68.36,8,1,2934,32
"489",73.44,8,1,2934,32
"490",65.44,8,1,2934,91
"491",71.6,8,1,2935,188
"492",65.2,8,1,2935,32
"493",49.72,8,1,2935,188
"494",58.76,8,1,2936,32
"495",62.48,8,1,2936,142
"496",58.04,8,1,2936,32
"497",67.84,8,1,2938,91
"498",85.16,8,1,2938,91
"499",54.88,8,1,2938,32
"500",65,8,1,2939,91
"501",57.8,8,1,2939,188
"502",64.32,8,1,2939,188
"503",95.2,8,1,2940,32
"504",73.6,8,1,2940,32
"505",65.48,8,1,2940,91
"506",46.32,8,1,2941,32
"507",74.72,8,1,2941,32
"508",60.32,8,1,2941,32
"509",68.44,8,1,2942,188
"510",62.8,8,1,2942,188
"511",67.76,8,1,2942,188
"512",39.56,8,1,2943,32
"513",43.08,8,1,2943,32
"514",41.2,8,1,2943,32
"515",74.76,8,1,2963,91
"516",54.32,8,1,2963,188
"517",63,8,1,2963,32
"518",66.44,8,2,3000,169
"519",77.16,8,2,3000,169
"520",69.84,8,2,3000,169
"521",83.84,8,1,3017,227
"522",92.64,8,1,3017,227
"523",88.24,8,1,3017,227
"524",89.92,8,1,3019,227
"525",70.6,8,1,3019,227
"526",83.84,8,1,3019,227
"527",81.24,8,1,3027,169
"528",83.84,8,1,3027,169
"529",79.52,8,1,3027,169
"530",98.92,8,2,3031,210
"531",90.6,8,2,3031,210
"532",96.8,8,2,3031,210
"533",76.32,8,2,3033,227
"534",76.88,8,2,3033,227
"535",84.84,8,2,3033,227
"536",91.88,8,2,3037,169
"537",96.88,8,2,3037,169
"538",96.64,8,2,3037,169
"539",50.6,8,1,3063,219
"540",60.32,8,1,3063,219
"541",65.88,8,1,3063,219
"542",62.72,8,1,3065,187
"543",69.4,8,1,3065,187
"544",67.04,8,1,3065,187
"545",56.44,8,1,3069,148
"546",63.24,8,1,3069,148
"547",56.76,8,1,3069,148
"548",97.12,8,1,3072,187
"549",94.04,8,1,3072,187
"550",96.92,8,1,3072,187
"551",84.92,8,1,3078,187
"552",92.28,8,1,3078,187
"553",81.2,8,1,3078,187
"554",78.08,8,1,3102,210
"555",78.68,8,1,3102,210
"556",67.48,8,1,3102,210
"557",60.56,8,1,3114,241
"558",77.04,8,1,3114,241
"559",69.96,8,1,3114,241
"560",71.88,8,1,3122,241
"561",74.4,8,1,3122,241
"562",84.36,8,1,3122,241
"563",100,8,1,3189,169
"564",100,8,1,3189,169
"565",100,8,1,3189,169
"566",99.52,8,1,3191,241
"567",96.44,8,1,3191,241
"568",93.32,8,1,3191,241
"569",78.44,8,1,3229,241
"570",72.64,8,1,3229,241
"571",70.48,8,1,3229,241
"572",82.84,8,1,3234,241
"573",92.88,8,1,3234,241
"574",85.84,8,1,3234,241
"575",70.96,8,1,3237,241
"576",92.76,8,1,3237,241
"577",82.08,8,1,3237,241
"578",42.32,8,1,3241,241
"579",44.6,8,1,3241,241
"580",64.56,8,1,3241,241
"581",60.4,8,1,3245,241
"582",77.2,8,1,3245,241
"583",52.92,8,1,3245,241
"584",96.7,6,2,2083,220
"585",88.36,6,2,2083,220
"586",95.32,6,2,2083,220
"587",89.12,6,2,2084,157
"588",97.2,6,2,2084,157
"589",99.34,6,2,2084,157
"590",84.66,6,2,2085,23
"591",72.36,6,2,2085,23
"592",75.6,6,2,2085,23
"593",83.76,6,2,2086,157
"594",85.54,6,2,2086,23
"595",82.68,6,2,2086,23
"596",85.1,6,2,2087,220
"597",81.06,6,2,2087,220
"598",78.16,6,2,2087,220
"599",95.64,6,2,2090,220
"600",97.54,6,2,2090,220
"601",96.72,6,2,2090,220
"602",79.58,6,2,2091,23
"603",98.12,6,2,2091,23
"604",95.8,6,2,2091,23
"605",93.44,6,2,2103,65
"606",93.16,6,2,2103,65
"607",85.92,6,2,2103,65
"608",92.48,6,2,2104,65
"609",100,6,2,2104,65
"610",91.48,6,2,2104,65
"611",69.52,6,2,2106,23
"612",90.56,6,2,2106,23
"613",95.12,6,2,2106,23
"614",91.88,6,2,2108,23
"615",92.64,6,2,2108,23
"616",84.96,6,2,2108,23
"617",84.28,6,2,2133,65
"618",84.24,6,2,2133,65
"619",84.88,6,2,2133,220
"620",81.84,6,2,2167,220
"621",91.8,6,2,2167,220
"622",86.04,6,2,2167,65
"623",92.68,6,2,2193,220
"624",90.92,6,2,2193,65
"625",92.96,6,2,2193,65
"626",89.4,6,2,2224,23
"627",95.64,6,2,2224,23
"628",96.8,6,2,2224,220
"629",93,6,2,2250,220
"630",99.12,6,2,2250,220
"631",93,6,2,2250,65
"632",94.38,3,2,1098,159
"633",80.24,3,2,1098,159
"634",86.1,3,2,1098,58
"635",91.88,3,2,1099,151
"636",90.06,3,2,1099,151
"637",93.5,3,2,1099,58
"638",81.84,3,2,1103,58
"639",75.2,3,2,1103,58
"640",78.94,3,2,1103,159
"641",85.02,3,2,1112,159
"642",85.82,3,2,1112,159
"643",76.9,3,2,1112,58
"644",90.5,3,2,1115,58
"645",79.94,3,2,1115,58
"646",95.72,3,2,1115,151
"647",76.92,3,2,1136,159
"648",81.28,3,2,1136,159
"649",88.4,3,2,1136,58
"650",77.68,3,2,1141,159
"651",77.54,3,2,1141,58
"652",82.1,3,2,1141,159
"653",85.52,3,2,1144,58
"654",75.86,3,2,1144,151
"655",87.38,3,2,1144,58
"656",93.72,3,2,1145,151
"657",84.54,3,2,1145,151
"658",93.08,3,2,1145,151
"659",92.02,3,2,1146,159
"660",96.36,3,2,1146,151
"661",89.48,3,2,1146,159
"662",70.52,3,2,1169,159
"663",83.9,3,2,1169,159
"664",77.02,3,2,1169,151
"665",92.78,3,2,1170,58
"666",87.36,3,2,1170,58
"667",83.62,3,2,1170,159
"668",87.28,3,2,1172,151
"669",85.9,3,2,1172,151
"670",82.9,3,2,1172,58
"671",79.38,3,2,1173,151
"672",87.48,3,2,1173,58
"673",81,3,2,1173,58
"674",84.72,3,2,1175,159
"675",90.44,3,2,1175,58
"676",89.06,3,2,1175,159
"677",94.18,3,2,1178,151
"678",79.2,3,2,1178,151
"679",83.96,3,2,1178,151
"680",92.9,3,2,1183,151
"681",88.3,3,2,1183,159
"682",79.54,3,2,1183,151
"683",90.86,5,2,1794,30
"684",98.9,5,2,1794,30
"685",90.34,5,2,1794,30
"686",97.1,5,2,1797,30
"687",99.26,5,2,1797,30
"688",99.66,5,2,1797,30
"689",97.54,5,2,1799,30
"690",97.02,5,2,1799,30
"691",98.92,5,2,1799,30
"692",79.92,5,2,1776,145
"693",86.4,5,2,1776,145
"694",88.6,5,2,1776,145
"695",95.3,5,2,1777,147
"696",94.66,5,2,1777,147
"697",96.64,5,2,1777,147
"698",86.46,5,2,1779,145
"699",87.66,5,2,1779,145
"700",95.78,5,2,1779,145
"701",88.64,5,2,1785,30
"702",87.66,5,2,1785,30
"703",87.66,5,2,1785,30
"704",96.22,5,2,1789,30
"705",98.86,5,2,1789,30
"706",91.38,5,2,1789,145
"707",93.92,5,2,1800,147
"708",81.22,5,2,1800,147
"709",98.2,5,2,1800,147
"710",87.48,5,2,1801,30
"711",93.26,5,2,1801,30
"712",73.46,5,2,1801,30
"713",100,7,2,2426,39
"714",100,7,2,2426,39
"715",97.6,7,2,2426,39
"716",97.08,7,2,2427,39
"717",100,7,2,2427,39
"718",100,7,2,2427,110
"719",100,7,2,2428,110
"720",91.84,7,2,2428,110
"721",94.44,7,2,2428,110
"722",92.64,7,2,2429,39
"723",91.32,7,2,2429,39
"724",77.84,7,2,2429,39
"725",93.56,7,2,2437,39
"726",93.92,7,2,2437,110
"727",88,7,2,2437,39
"728",87.4,7,2,2519,66
"729",94.68,7,2,2519,110
"730",99.76,7,2,2519,66
"731",93,7,2,2434,39
"732",90.32,7,2,2434,110
"733",95.76,7,2,2434,39
"734",95.76,7,2,2435,39
"735",99.44,7,2,2435,66
"736",90.8,7,2,2435,66
"737",85.96,7,2,2436,66
"738",99.88,7,2,2436,110
"739",93.96,7,2,2436,110
"740",97.4,7,2,2425,66
"741",97.8,7,2,2425,110
"742",87.32,7,2,2425,110
"743",94.12,7,2,2439,66
"744",97.56,7,2,2439,110
"745",92.08,7,2,2439,66
"746",95.16,7,2,2440,39
"747",100,7,2,2440,110
"748",100,7,2,2440,39
"749",98.04,7,2,2441,39
"750",94.76,7,2,2441,66
"751",93.12,7,2,2441,66
"752",89.72,7,2,2442,66
"753",92.48,7,2,2442,66
"754",89.8,7,2,2442,110
"755",89.68,7,2,2443,39
"756",97.88,7,2,2443,110
"757",94.68,7,2,2443,39
"758",100,7,2,2465,66
"759",100,7,2,2465,66
"760",100,7,2,2465,39
"761",89,7,2,2467,39
"762",88.8,7,2,2467,110
"763",85.04,7,2,2467,39
"764",87.16,7,2,2469,110
"765",91.52,7,2,2469,66
"766",91.72,7,2,2469,110
"767",94.28,8,2,2949,219
"768",89.12,8,2,2949,219
"769",93.72,8,2,2949,219
"770",89.16,8,2,2950,219
"771",99.72,8,2,2950,219
"772",100,8,2,2950,219
"773",100,8,2,2910,219
"774",98.12,8,2,2910,219
"775",100,8,2,2910,219
"776",93.96,8,2,2911,219
"777",80.16,8,2,2911,219
"778",91,8,2,2911,219
"779",92.08,8,2,2914,148
"780",89.52,8,2,2914,148
"781",89.48,8,2,2914,148
"782",77.28,8,2,2915,148
"783",75.52,8,2,2915,148
"784",90.04,8,2,2915,148
"785",94.56,8,2,2917,165
"786",95.56,8,2,2917,165
"787",91.84,8,2,2917,165
"788",95.16,8,2,2918,165
"789",93,8,2,2918,165
"790",92.84,8,2,2918,165
"791",87.44,8,2,2919,219
"792",90.24,8,2,2919,219
"793",87.52,8,2,2919,219
"794",99.92,8,2,2956,148
"795",95.04,8,2,2956,148
"796",97.44,8,2,2956,148
"797",98.52,8,2,2985,219
"798",89.8,8,2,2985,219
"799",86.36,8,2,2985,219
"800",86.2,8,2,2906,165
"801",54.84,8,2,2906,165
"802",95.64,8,2,2906,165
"803",92.2,8,2,2937,148
"804",74.96,8,2,2937,148
"805",92.64,8,2,2937,148
"806",91.4,8,2,2944,219
"807",58.12,8,2,2944,219
"808",85.16,8,2,2944,219
"809",82.04,6,2,2138,45
"810",84.32,6,2,2138,45
"811",73.76,6,2,2138,45
"812",86.76,6,2,2140,207
"813",72.52,6,2,2140,207
"814",64.2,6,2,2140,207
"815",87.4,6,1,2143,207
"816",80.76,6,1,2143,207
"817",83.24,6,1,2143,207
"818",81.68,6,1,2146,207
"819",79.4,6,1,2146,207
"820",87.4,6,1,2146,207
"821",90.48,6,1,2150,45
"822",85.48,6,1,2150,45
"823",79,6,1,2150,45
"824",82.52,6,1,2199,207
"825",74.44,6,1,2199,207
"826",76.04,6,1,2199,207
"827",84.96,6,1,2203,45
"828",88.32,6,1,2203,45
"829",86.24,6,1,2203,45
"830",75.72,6,1,2209,207
"831",78.52,6,1,2209,207
"832",57.96,6,1,2209,207
"833",67.88,6,1,2212,251
"834",77.92,6,1,2212,251
"835",78.04,6,1,2212,251
"836",61.28,6,1,2216,45
"837",60.56,6,1,2216,45
"838",55.36,6,1,2216,45
"839",84.56,6,1,2219,45
"840",63.56,6,1,2219,45
"841",93.24,6,1,2219,45
"842",78.56,6,1,2238,207
"843",71.88,6,1,2238,207
"844",79.6,6,1,2238,207
"845",94.44,6,1,2239,45
"846",93,6,1,2239,45
"847",93.48,6,1,2239,45
"848",85.84,6,1,2240,207
"849",90.56,6,1,2240,207
"850",85.96,6,1,2240,207
"851",78.28,6,1,2241,251
"852",76.16,6,1,2241,251
"853",69.56,6,1,2241,251
"854",81.92,6,1,2261,207
"855",80.64,6,1,2261,207
"856",82.76,6,1,2261,207
"857",85.28,6,1,2263,251
"858",88.6,6,1,2263,251
"859",86.24,6,1,2263,251
"860",67.64,6,1,2289,207
"861",46.96,6,1,2289,207
"862",57.08,6,1,2289,207
"863",35.08,6,1,2294,207
"864",65,6,1,2294,207
"865",87.04,6,1,2294,207
"866",42.44,6,1,2353,251
"867",7.64,6,1,2353,251
"868",13.52,6,1,2353,251
"869",75.4,6,1,2355,207
"870",80.52,6,1,2355,207
"871",75.6,6,1,2355,207
"872",78.48,6,1,2358,45
"873",72.04,6,1,2358,45
"874",78.24,6,1,2358,45
"875",68.44,6,1,2361,207
"876",63.2,6,1,2361,207
"877",61.36,6,1,2361,207
"878",79.04,6,1,2400,45
"879",76.36,6,1,2400,45
"880",82.12,6,1,2400,45
"881",77.44,6,1,2401,251
"882",45.52,6,1,2401,251
"883",71.56,6,1,2401,251
"884",100,6,1,2403,251
"885",100,6,1,2403,251
"886",100,6,1,2403,251
"887",95.2,3,1,949,136
"888",93.78,3,1,949,136
"889",93.2,3,1,949,136
"890",78.26,5,1,1828,88
"891",76.84,5,1,1828,88
"892",81.52,5,1,1828,88
